Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
11/25/2015,BMW,4D,,WHI,7130320,IL,400 E. Lower Wacker,(312) 744-7550,938679
11/25/2015,BMW,4D,,GRY,6628126,IL,10300 S. Doty,(773) 568-8495,2777357
11/25/2015,BMW,LL,,SIL,R671769,IL,10300 S. Doty,(773) 568-8495,2777293
11/25/2015,BUIC,2D,,WHI,E456903,IL,10300 S. Doty,(773) 568-8495,2777330
11/25/2015,BUIC,4D,,SIL,E397477,IL,10300 S. Doty,(773) 568-8495,2777354
11/25/2015,BUIC,4D,,MAR,Y754585,IL,701 N. Sacramento,(773) 265-7605,6832330
11/25/2015,BUIC,4D,,BLK,W175414,IL,10300 S. Doty,(773) 568-8495,2777278
11/25/2015,BUIC,4D,,WHI,V470125,IL,701 N. Sacramento,(773) 265-7605,6832332
11/25/2015,BUIC,4D,,BLK,S986899,IL,701 N. Sacramento,(773) 265-7605,6832323
11/25/2015,BUIC,LL,TK,GLD,N154156,IL,10300 S. Doty,(773) 568-8495,2777346
11/25/2015,CADI,2D,,WHI,Y724581,IL,10300 S. Doty,(773) 568-8495,2777318
11/25/2015,CADI,4D,,BLK,E868121,IL,10300 S. Doty,(773) 568-8495,2777380
11/25/2015,CADI,4D,,SIL,R958958,IL,10300 S. Doty,(773) 568-8495,2777272
11/25/2015,CADI,4D,,WHI,9211908,IL,10300 S. Doty,(773) 568-8495,2777277
11/25/2015,CHEV,2T,,SIL,E278663,IL,701 N. Sacramento,(773) 265-7605,6832333
11/25/2015,CHEV,4D,,SIL,E552809,IL,701 N. Sacramento,(773) 265-7605,6832317
11/25/2015,CHEV,4D,,GRN,Y734960,IL,10300 S. Doty,(773) 568-8495,2777299
11/25/2015,CHEV,4D,,GRN,T797892,IL,10300 S. Doty,(773) 568-8495,2777365
11/25/2015,CHEV,4D,,SIL,R509941,IL,10300 S. Doty,(773) 568-8495,2777369
11/25/2015,CHEV,4D,,SIL,E594575,IL,10300 S. Doty,(773) 568-8495,2777287
11/25/2015,CHEV,4D,,MAR,E674274,IL,10300 S. Doty,(773) 568-8495,2777363
11/25/2015,CHEV,4D,,BLK,E796679,IL,10300 S. Doty,(773) 568-8495,2777303
11/25/2015,CHEV,4D,,WHI,E157571,IL,10300 S. Doty,(773) 568-8495,2777345
11/25/2015,CHEV,4D,,GRY,S917782,IL,701 N. Sacramento,(773) 265-7605,6832324
11/25/2015,CHEV,4D,,SIL,E904603,IL,10300 S. Doty,(773) 568-8495,2777335
11/25/2015,CHEV,4D,,RED,V763816,IL,701 N. Sacramento,(773) 265-7605,6832318
11/25/2015,CHEV,4D,,GRY,S682535,IL,10300 S. Doty,(773) 568-8495,2777338
11/25/2015,CHEV,4D,,WHI,E920595,IL,10300 S. Doty,(773) 568-8495,2777283
11/25/2015,CHEV,4D,,BLK,P111686,IL,701 N. Sacramento,(773) 265-7605,6832331
11/25/2015,CHEV,LL,TK,BLU,P431632,IL,10300 S. Doty,(773) 568-8495,2777286
11/25/2015,CHEV,LL,TK,BLK,E352793,IL,10300 S. Doty,(773) 568-8495,2777347
11/25/2015,CHEV,LL,TK,TAN,N636925,IL,10300 S. Doty,(773) 568-8495,2777372
11/25/2015,CHEV,VN,,BLU,215BMA,IN,10300 S. Doty,(773) 568-8495,2777385
11/25/2015,CHEV,VN,,RED,N642659,IL,10300 S. Doty,(773) 568-8495,2777311
11/25/2015,CHEV,VN,TK,TAN,R419580,IL,10300 S. Doty,(773) 568-8495,2777366
11/25/2015,CHEV,VN,,TAN,L923019,IL,10300 S. Doty,(773) 568-8495,2777339
11/25/2015,CHEV,VN,,GLD,E525619,IL,701 N. Sacramento,(773) 265-7605,6832325
11/25/2015,CHRY,2D,,WHI,E649031,IL,10300 S. Doty,(773) 568-8495,2777324
11/25/2015,CHRY,4D,,GLD,E386237,IL,10300 S. Doty,(773) 568-8495,2777360
11/25/2015,CHRY,4D,,GRY,E803184,IL,10300 S. Doty,(773) 568-8495,2777275
11/25/2015,CHRY,4D,,BLK,V660626,IL,10300 S. Doty,(773) 568-8495,2777368
11/25/2015,CHRY,4D,,SIL,Y765474,IL,701 N. Sacramento,(773) 265-7605,6832346
11/25/2015,DODG,2D,,BLK,P137220,IL,701 N. Sacramento,(773) 265-7605,6832316
11/25/2015,DODG,4D,,SIL,V507391,IL,701 N. Sacramento,(773) 265-7605,6832311
11/25/2015,DODG,LL,,SIL,,IL,701 N. Sacramento,(773) 265-1846,1715701
11/25/2015,DODG,SW,,GRY,E361713,IL,10300 S. Doty,(773) 568-8495,2777337
11/25/2015,DODG,VN,,GRY,Y801013,IL,701 N. Sacramento,(773) 265-7605,6832319
11/25/2015,DODG,VN,,BLU,513S461,IL,10300 S. Doty,(773) 568-8495,2777291
11/25/2015,DODG,VN,,GLD,X207159,IL,701 N. Sacramento,(773) 265-7605,6832321
11/25/2015,DODG,VN,,BLU,S904353,IL,10300 S. Doty,(773) 568-8495,2777305
11/25/2015,FORD,2D,,RED,DDL9183,MI,701 N. Sacramento,(773) 265-7605,6832314
11/25/2015,FORD,4D,,SIL,R962760,IL,10300 S. Doty,(773) 785-9752,1715700
11/25/2015,FORD,4D,,BLK,V616562,IL,10300 S. Doty,(773) 568-8495,2777308
11/25/2015,FORD,4D,,GRN,JBG491,MS,10300 S. Doty,(773) 568-8495,2777331
11/25/2015,FORD,4D,,BLU,R374970,IL,10300 S. Doty,(773) 568-8495,2777316
11/25/2015,FORD,4D,,GRY,803EVL,IN,10300 S. Doty,(773) 568-8495,2777323
11/25/2015,FORD,LL,TK,WHI,S942579,IL,10300 S. Doty,(773) 568-8495,2777364
11/25/2015,FORD,LL,,SIL,40407PV,IL,10300 S. Doty,(773) 568-8495,2777285
11/25/2015,FORD,LL,,GRN,R983438,IL,701 N. Sacramento,(773) 265-7605,6832327
11/25/2015,FORD,LL,,BLK,V516493,IL,701 N. Sacramento,(773) 265-7605,6832304
11/25/2015,FORD,LL,,GRY,V739010,IL,701 N. Sacramento,(773) 265-7605,6832309
11/25/2015,FORD,PK,TK,GRN,1798389B,IL,701 N. Sacramento,(773) 265-7605,6832342
11/25/2015,FORD,SW,,BLU,R801218,IL,10300 S. Doty,(773) 568-8495,2777367
11/25/2015,FORD,VN,,GRN,K721046,IL,701 N. Sacramento,(773) 265-7605,6832303
11/25/2015,FORD,VN,TK,WHI,,,10300 S. Doty,(773) 568-8495,2777342
11/25/2015,FORD,VN,,WHI,H184080,IL,10300 S. Doty,(773) 785-9752,1715699
11/25/2015,FORD,VN,TK,BLU,N331322,IL,701 N. Sacramento,(773) 265-1846,1534074
11/25/2015,FORD,VN,TK,WHI,AG72492,AZ,10300 S. Doty,(773) 568-8495,2777377
11/25/2015,FORD,VN,,SIL,E479196,IL,10300 S. Doty,(773) 568-8495,2777332
11/25/2015,GMC,LL,,BLK,87704FF,IL,10300 S. Doty,(773) 568-8495,2777375
11/25/2015,GMC,LL,,BLK,1773602,IL,10300 S. Doty,(773) 568-8495,2777270
11/25/2015,GMC,LL,TK,BLK,V605330,IL,10300 S. Doty,(773) 568-8495,2777310
11/25/2015,GMC,VN,,RED,V414521,IL,10300 S. Doty,(773) 568-8495,2777317
11/25/2015,GMC,VN,,GRN,S878459,IL,10300 S. Doty,(773) 568-8495,2777326
11/25/2015,HOND,4D,,GLD,E993587,IL,701 N. Sacramento,(773) 265-7605,6832338
11/25/2015,HOND,4D,,GRN,Z141241,IL,701 N. Sacramento,(773) 265-7605,6832339
11/25/2015,HOND,LL,,GRY,K622408,IL,10300 S. Doty,(773) 568-8495,2777374
11/25/2015,HOND,LL,,BLU,V929393,IL,701 N. Sacramento,(773) 265-7605,6832302
11/25/2015,HYUN,4D,,WHI,E549719,IL,10300 S. Doty,(773) 568-8495,2777348
11/25/2015,HYUN,LL,,BLK,Y829962,IL,10300 S. Doty,(773) 568-8495,2777295
11/25/2015,INFI,4D,,GLD,V241544,IL,701 N. Sacramento,(773) 265-1846,1534073
11/25/2015,INFI,4D,,BLK,Y750525,IL,10300 S. Doty,(773) 568-8495,2777361
11/25/2015,INFI,4D,,GLD,Z615511,IL,701 N. Sacramento,(773) 265-7605,6832341
11/25/2015,ISU,LL,TK,BLK,R441677,IL,10300 S. Doty,(773) 568-8495,2777370
11/25/2015,JEEP,LL,,BLU,L761160,IL,10300 S. Doty,(773) 568-8495,2777288
11/25/2015,JEEP,LL,TK,GRY,E701443,IL,10300 S. Doty,(773) 568-8495,2777353
11/25/2015,KIA,4D,,SIL,E832155,IL,10300 S. Doty,(773) 568-8495,2777328
11/25/2015,LEXS,4D,,TAN,V507193,IL,10300 S. Doty,(773) 568-8495,2777319
11/25/2015,LEXS,4D,,SIL,K859647,IL,10300 S. Doty,(773) 568-8495,2777341
11/25/2015,LINC,4D,,WHI,L938376,IL,10300 S. Doty,(773) 568-8495,2777307
11/25/2015,LINC,LL,TK,WHI,V580567,IL,10300 S. Doty,(773) 568-8495,2777362
11/25/2015,MAZD,4D,,BLU,S931214,IL,10300 S. Doty,(773) 568-8495,2777289
11/25/2015,MERC,4D,,TAN,Y721896,IL,10300 S. Doty,(773) 568-8495,2777333
11/25/2015,MERC,4D,,WHI,S915737,IL,10300 S. Doty,(773) 568-8495,2777292
11/25/2015,MERC,4D,,GRY,Y725103,IL,10300 S. Doty,(773) 568-8495,2777334
11/25/2015,MERC,SW,,WHI,E524962,IL,701 N. Sacramento,(773) 265-7605,6832310
11/25/2015,NISS,4D,,GRY,DSF3605,TX,400 E. Lower Wacker,(312) 744-7550,938676
11/25/2015,NISS,4D,,GRY,R479709,IL,10300 S. Doty,(773) 568-8495,2777281
11/25/2015,NISS,4D,,GRY,E820524,IL,701 N. Sacramento,(773) 265-7605,6832306
11/25/2015,NISS,4D,,BLK,S803553,IL,10300 S. Doty,(773) 568-8495,2777298
11/25/2015,NISS,LL,,BLK,Y737797,IL,10300 S. Doty,(773) 568-8495,2777383
11/25/2015,NISS,LL,TK,BLU,DELROD1,IL,701 N. Sacramento,(773) 265-7605,6832344
11/25/2015,NISS,LL,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1534070
11/25/2015,OLDS,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2777382
11/25/2015,OLDS,4D,,SIL,E355379,IL,10300 S. Doty,(773) 568-8495,2777321
11/25/2015,OLDS,LL,TK,RED,S776885,IL,10300 S. Doty,(773) 568-8495,2777340
11/25/2015,OLDS,VN,,SIL,E390666,IL,10300 S. Doty,(773) 568-8495,2777327
11/25/2015,PONT,2T,,MAR,R850819,IL,10300 S. Doty,(773) 568-8495,2777356
11/25/2015,PONT,4D,,BLK,R989746,IL,701 N. Sacramento,(773) 265-7605,6832329
11/25/2015,PONT,4D,,GRY,343S007,IL,701 N. Sacramento,(773) 265-7605,6832345
11/25/2015,PONT,4D,,RED,E383267,IL,10300 S. Doty,(773) 568-8495,2777304
11/25/2015,SATR,4D,,SIL,E331682,IL,10300 S. Doty,(773) 568-8495,2777371
11/25/2015,SATR,4D,,WHI,Y746664,IL,701 N. Sacramento,(773) 265-7605,6832326
11/25/2015,SCIO,2T,,SIL,E223956,IL,10300 S. Doty,(773) 568-8495,2777376
11/25/2015,SUZI,4D,,RED,E442021,IL,10300 S. Doty,(773) 568-8495,2777344
11/25/2015,TOYT,2D,,BLK,Z292718,IL,701 N. Sacramento,(773) 265-7605,6832312
11/25/2015,TOYT,2T,,RED,Z477005,IL,10300 S. Doty,(773) 568-8495,2777355
11/25/2015,TOYT,4D,,TAN,P414012,IL,10300 S. Doty,(773) 568-8495,2777349
11/25/2015,TOYT,4D,,BLK,N165611,IL,10300 S. Doty,(773) 568-8495,2777343
11/25/2015,TOYT,4D,,BLK,Y936964,IL,10300 S. Doty,(773) 568-8495,2777350
11/25/2015,TOYT,4D,,TAN,N569808,IL,10300 S. Doty,(773) 568-8495,2777379
11/25/2015,TOYT,4D,,GRY,PMJ347,IL,10300 S. Doty,(773) 568-8495,2777300
11/25/2015,TOYT,LL,,TAN,9579860,IL,701 N. Sacramento,(773) 265-7605,6832305
11/25/2015,TOYT,LL,TK,BLK,434GCV,MN,701 N. Sacramento,(773) 265-1846,1534071
11/25/2015,TOYT,LL,,GRY,V761494,IL,701 N. Sacramento,(773) 265-7605,6832322
11/25/2015,VOLK,4D,,BLK,L116322,IL,10300 S. Doty,(773) 568-8495,2777279
11/25/2015,VOLK,LL,TK,SIL,Y765336,IL,701 N. Sacramento,(773) 265-7605,6832308
11/25/2015,VW,4D,,WHI,L664376,IL,10300 S. Doty,(773) 568-8495,2777358
11/24/2015,BMW,4D,,BLU,399S462,IL,10300 S. Doty,(773) 568-8495,2777206
11/24/2015,BMW,4T,,BLU,Y742436,IL,10300 S. Doty,(773) 568-8495,2777205
11/24/2015,BMW,4T,,BLK,,IL,10300 S. Doty,(773) 568-8495,2777207
11/24/2015,BUIC,4D,,GLD,Z274115,IL,10300 S. Doty,(773) 568-8495,2777210
11/24/2015,BUIC,4D,,SIL,E605064,IL,701 N. Sacramento,(773) 265-7605,6832300
11/24/2015,BUIC,4T,,BLK,E692123,IL,701 N. Sacramento,(773) 265-7605,6832261
11/24/2015,CADI,2D,ELD,BLK,257S643,IL,10300 S. Doty,(773) 568-8495,2777224
11/24/2015,CHEV,4D,,BLU,V336483,IL,10300 S. Doty,(773) 568-8495,2777248
11/24/2015,CHEV,4D,,SIL,E726157,IL,10300 S. Doty,(773) 568-8495,2777217
11/24/2015,CHEV,4D,IMP,BLU,V613798,IL,10300 S. Doty,(773) 568-8495,2777237
11/24/2015,CHEV,4D,,BLU,E422057,IL,10300 S. Doty,(773) 568-8495,2777260
11/24/2015,CHEV,4D,IMP,BLU,E748898,IL,10300 S. Doty,(773) 568-8495,2777232
11/24/2015,CHEV,4T,,BLK,V359179,IL,701 N. Sacramento,(773) 265-7605,6832263
11/24/2015,CHEV,VN,TK,GRY,357S995,IL,701 N. Sacramento,(773) 265-7605,6832279
11/24/2015,CHEV,VN,TK,GRN,V294743,IL,701 N. Sacramento,(773) 265-7605,6832283
11/24/2015,CHRY,4D,300,BLK,E383355,IL,701 N. Sacramento,(773) 265-7605,6832278
11/24/2015,CHRY,4D,,PLE,B162300,IL,701 N. Sacramento,(773) 265-1846,1534065
11/24/2015,DODG,4D,,ONG,E479485,IL,10300 S. Doty,(773) 568-8495,2777250
11/24/2015,DODG,4D,,BLK,Z202838,IL,10300 S. Doty,(773) 568-8495,2777268
11/24/2015,DODG,4D,STA,TAN,E398166,IL,10300 S. Doty,(773) 568-8495,2777238
11/24/2015,DODG,4T,,GRY,,IL,10300 S. Doty,(773) 568-8495,2777201
11/24/2015,DODG,LL,TK,BLU,1616494B,IL,10300 S. Doty,(773) 568-8495,2777209
11/24/2015,DODG,VN,CVN,BLU,E310431,IL,10300 S. Doty,(773) 568-8495,2777228
11/24/2015,DODG,VN,TK,MAR,Y760580,IL,10300 S. Doty,(773) 568-8495,2777225
11/24/2015,DODG,VN,CVN,WHI,E698469,IL,701 N. Sacramento,(773) 265-7605,6832281
11/24/2015,FORD,4D,,MAR,E117433,IL,701 N. Sacramento,(773) 265-7605,6832270
11/24/2015,FORD,LL,,RED,E927731,IL,10300 S. Doty,(773) 568-8495,2777202
11/24/2015,FORD,LL,TK,BLU,147S212,IL,10300 S. Doty,(773) 568-8495,2777212
11/24/2015,FORD,PK,,WHI,1049685-,IL,10300 S. Doty,(773) 568-8495,2777216
11/24/2015,FORD,TR,TK,WHI,1439613B,IL,701 N. Sacramento,(773) 265-7605,6832298
11/24/2015,FORD,VN,,GRY,E393701,IL,10300 S. Doty,(773) 568-8495,2777243
11/24/2015,FORD,VN,WIN,MAR,,IL,10300 S. Doty,(773) 568-8495,2777244
11/24/2015,FORD,VN,TK,RED,N865742,IL,10300 S. Doty,(773) 568-8495,2777213
11/24/2015,HOND,4D,CRV,BLU,S777475,IL,701 N. Sacramento,(773) 265-7605,6832282
11/24/2015,HOND,4D,ACC,WHI,E357514,IL,10300 S. Doty,(773) 568-8495,2777236
11/24/2015,HOND,4T,,RED,261MCK,WI,10300 S. Doty,(773) 568-8495,2777199
11/24/2015,HOND,LL,TK,BLU,V838177,IL,701 N. Sacramento,(773) 265-7605,6832271
11/24/2015,HYUN,4D,SON,BLK,,IL,10300 S. Doty,(773) 568-8495,2777227
11/24/2015,HYUN,4D,SON,SIL,S846922,IL,10300 S. Doty,(773) 568-8495,2777230
11/24/2015,HYUN,4D,ELN,BLU,L278467,IL,10300 S. Doty,(773) 568-8495,2777245
11/24/2015,INFI,4D,,GRY,E846443,IL,10300 S. Doty,(773) 568-8495,2777254
11/24/2015,JEEP,LL,,BRO,,IL,10300 S. Doty,(773) 568-8495,2777255
11/24/2015,JEEP,LL,,BLK,N861122,IL,701 N. Sacramento,(773) 265-7605,6832294
11/24/2015,JEEP,LL,,BLU,R483569,IL,701 N. Sacramento,(773) 265-7605,6832285
11/24/2015,JEEP,LL,,RED,254RZA,AR,10300 S. Doty,(773) 568-8495,2777204
11/24/2015,KIA,4D,,BLU,730TNI,AR,10300 S. Doty,(773) 568-8495,2777259
11/24/2015,KIA,4D,,TAN,371R194,IL,10300 S. Doty,(773) 568-8495,2777258
11/24/2015,LINC,4D,,WHI,V762787,IL,10300 S. Doty,(773) 568-8495,2777267
11/24/2015,MERC,VN,TK,GRN,156XLC,WI,10300 S. Doty,(773) 568-8495,2777223
11/24/2015,MERC,VN,TK,GRN,9791398,IL,701 N. Sacramento,(773) 265-7605,6832275
11/24/2015,NISS,2D,,BLK,V154333,IL,701 N. Sacramento,(773) 265-7605,6832290
11/24/2015,NISS,4D,,BLK,E700199,IL,701 N. Sacramento,(773) 265-7605,6832296
11/24/2015,NISS,4D,,GRY,WTK480,IN,10300 S. Doty,(773) 568-8495,2777215
11/24/2015,NISS,4T,,SIL,H601761,IL,701 N. Sacramento,(773) 265-7605,6832262
11/24/2015,OLDS,4D,,TAN,E395785,IL,10300 S. Doty,(773) 568-8495,2777257
11/24/2015,OLDS,4D,,RED,Z144152,IL,10300 S. Doty,(773) 568-8495,2777214
11/24/2015,OLDS,4D,,BGE,N952552,IL,10300 S. Doty,(773) 568-8495,2777208
11/24/2015,PONT,2D,,GRY,V829335,IL,10300 S. Doty,(773) 568-8495,2777219
11/24/2015,PONT,2D,GRM,MAR,Y960317,IL,701 N. Sacramento,(773) 265-7605,6832284
11/24/2015,PONT,4D,,GRN,P175801,IL,10300 S. Doty,(773) 568-8495,2777240
11/24/2015,PONT,4D,,MAR,6857E,IN,701 N. Sacramento,(773) 265-7605,6832287
11/24/2015,PONT,4D,,SIL,N858734,IL,701 N. Sacramento,(773) 265-7605,6832291
11/24/2015,PONT,4D,,SIL,H188815,IL,10300 S. Doty,(773) 568-8495,2777211
11/24/2015,PONT,4D,,BLK,Y772940,IL,701 N. Sacramento,(773) 265-7605,6832289
11/24/2015,PONT,4T,,BRO,WVJ126,IN,10300 S. Doty,(773) 568-8495,2777203
11/24/2015,SATR,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2777242
11/24/2015,TOYT,4D,,SIL,,IL,701 N. Sacramento,(773) 265-1846,1534067
11/24/2015,TOYT,4D,,GRN,E759958,IL,10300 S. Doty,(773) 568-8495,2777246
11/24/2015,TOYT,4D,,BLK,L259568,IL,701 N. Sacramento,(773) 265-7605,6832269
11/24/2015,VOLV,4D,,BLU,E746777,IL,10300 S. Doty,(773) 568-8495,2777249
11/23/2015,BUIC,4D,,MAR,Z406979,IL,701 N. Sacramento,(773) 265-7605,6832245
11/23/2015,BUIC,4D,,BRZ,4067222,IL,701 N. Sacramento,(773) 265-7605,6832212
11/23/2015,BUIC,4D,LES,SIL,L608182,IL,10300 S. Doty,(773) 568-8495,2777174
11/23/2015,CADI,2D,,GRY,Y733081,IL,10300 S. Doty,(773) 568-8495,2777195
11/23/2015,CHEV,2D,,GRN,E524093,IL,10300 S. Doty,(773) 568-8495,2777181
11/23/2015,CHEV,4D,,PLE,E355224,IL,701 N. Sacramento,(773) 265-7605,6832257
11/23/2015,CHEV,4D,,TAN,E800312,IL,701 N. Sacramento,(773) 265-7605,6832199
11/23/2015,CHEV,LL,,BLK,R59921,IL,701 N. Sacramento,(773) 265-7605,6832243
11/23/2015,CHEV,LL,,BLK,Z333852,IL,10300 S. Doty,(773) 568-8495,2777197
11/23/2015,CHEV,LL,TK,RED,,IL,701 N. Sacramento,(773) 265-7605,6832205
11/23/2015,CHEV,LL,TK,GLD,,IL,10300 S. Doty,(773) 568-8495,2777177
11/23/2015,CHEV,VN,TK,TAN,Z406880,IL,701 N. Sacramento,(773) 265-7605,6832200
11/23/2015,CHRY,4D,SEB,GRY,E872438,IL,701 N. Sacramento,(773) 265-7605,6832210
11/23/2015,DODG,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2777192
11/23/2015,DODG,VN,CVN,GRN,,IL,701 N. Sacramento,(773) 265-7605,6832239
11/23/2015,DODG,VN,TK,SIL,Z400791,IL,701 N. Sacramento,(773) 265-7605,6832214
11/23/2015,DODG,VN,CVN,BLU,Y722270,IL,10300 S. Doty,(773) 568-8495,2777176
11/23/2015,DODG,VN,,GLD,S888908,IL,701 N. Sacramento,(773) 265-7605,6832251
11/23/2015,FORD,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2777182
11/23/2015,FORD,4T,,RED,397S165,IL,10300 S. Doty,(773) 568-8495,2777171
11/23/2015,FORD,4T,,LGR,,IL,10300 S. Doty,(773) 568-8495,2777190
11/23/2015,FORD,LL,EXP,GRN,E695238,IL,701 N. Sacramento,(773) 265-7605,6832225
11/23/2015,FORD,VN,TK,GRY,,IL,10300 S. Doty,(773) 568-8495,2777178
11/23/2015,FORD,VN,WIN,BLK,V511403,IL,701 N. Sacramento,(773) 265-7605,6832233
11/23/2015,FORD,VN,TK,WHI,,IL,701 N. Sacramento,(773) 265-7605,6832248
11/23/2015,HOND,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6832203
11/23/2015,HOND,4D,,SIL,E707221,IL,701 N. Sacramento,(773) 265-7605,6832247
11/23/2015,HOND,4D,CIV,RED,S760887,IL,701 N. Sacramento,(773) 265-7605,6832226
11/23/2015,HOND,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2777164
11/23/2015,HOND,4D,ACC,GRN,916MAQ,IN,701 N. Sacramento,(773) 265-7605,6832222
11/23/2015,HOND,LW,TK,WHI,S936864,IL,701 N. Sacramento,(773) 265-7605,6832240
11/23/2015,HYUN,4D,,GRY,V674704,IL,10300 S. Doty,(773) 568-8495,2777169
11/23/2015,INFI,4D,,GLD,Z469269,IL,10300 S. Doty,(773) 568-8495,2777159
11/23/2015,JAGU,4D,,TAN,Z574050,IL,10300 S. Doty,(773) 568-8495,2777183
11/23/2015,JAGU,4T,,WHI,V392505,IL,701 N. Sacramento,(773) 265-7605,6832255
11/23/2015,KIA,4D,,WHI,P661531,IL,10300 S. Doty,(773) 568-8495,2777158
11/23/2015,MAZD,4D,PRO,BLK,L658938,IL,701 N. Sacramento,(773) 265-7605,6832224
11/23/2015,MERC,LL,,BLK,V145216,IL,701 N. Sacramento,(773) 265-7605,6832204
11/23/2015,MERC,LL,MTN,GRN,H354075,IL,701 N. Sacramento,(773) 265-7605,6832229
11/23/2015,NISS,4D,MAX,BLK,,IL,10300 S. Doty,(773) 568-8495,2777175
11/23/2015,NISS,4D,ALT,GLD,E568783,IL,701 N. Sacramento,(773) 265-7605,6832236
11/23/2015,NISS,4D,,GRY,E438419,IL,701 N. Sacramento,(773) 265-7605,6832197
11/23/2015,NISS,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2777196
11/23/2015,NISS,4T,,TAN,5920251,IL,10300 S. Doty,(773) 568-8495,2777170
11/23/2015,NISS,4T,,BLK,Y838850,IL,701 N. Sacramento,(773) 265-7605,6832258
11/23/2015,NISS,LL,,RED,V261693,IL,701 N. Sacramento,(773) 265-7605,6832253
11/23/2015,OLDS,2D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6832254
11/23/2015,OLDS,4D,,GRY,DIAMND7,MS,10300 S. Doty,(773) 568-8495,2777184
11/23/2015,PONT,4D,,GRY,S746954,IL,10300 S. Doty,(773) 568-8495,2777189
11/23/2015,PONT,4D,GRA,SIL,,IL,10300 S. Doty,(773) 568-8495,2777179
11/23/2015,PONT,4D,,WHI,E469059,IL,10300 S. Doty,(773) 568-8495,2777187
11/23/2015,SATR,4T,,MAR,,IL,10300 S. Doty,(773) 568-8495,2777193
11/23/2015,TOYT,4D,,DBL,Y740886,IL,10300 S. Doty,(773) 568-8495,2777157
11/23/2015,TOYT,4D,,GRY,R359493,IL,10300 S. Doty,(773) 568-8495,2777172
11/23/2015,TOYT,4D,CAM,RED,,IL,701 N. Sacramento,(773) 265-7605,6832234
11/23/2015,TOYT,4D,,WHI,V164353,IL,701 N. Sacramento,(773) 265-7605,6832208
11/23/2015,TOYT,4D,CAM,BLU,E931103,IL,701 N. Sacramento,(773) 265-7605,6832238
11/23/2015,TOYT,4D,,WHI,Z163612,IL,10300 S. Doty,(773) 568-8495,2777155
11/23/2015,TOYT,4D,,PLE,X901086,IL,701 N. Sacramento,(773) 265-7605,6832206
11/23/2015,TOYT,4T,,BLU,,IL,10300 S. Doty,(773) 568-8495,2777154
11/22/2015,BMW,4T,,WHI,R599065,IL,701 N. Sacramento,(773) 265-7605,6832170
11/22/2015,BUIC,4D,,TAN,534S581,IL,701 N. Sacramento,(773) 265-7605,6832188
11/22/2015,CADI,4D,,WHI,V239066,IL,10300 S. Doty,(773) 568-8495,2777129
11/22/2015,CADI,4T,,SIL,,IL,10300 S. Doty,(773) 568-8495,2777128
11/22/2015,CHEV,4D,,BGE,V610732,IL,10300 S. Doty,(773) 568-8495,2777148
11/22/2015,CHEV,4D,,BLU,Y739154,IL,10300 S. Doty,(773) 568-8495,2777145
11/22/2015,CHEV,4D,,MAR,R660090,IL,701 N. Sacramento,(773) 265-7605,6832194
11/22/2015,CHEV,4D,VEN,TAN,V517518,IL,701 N. Sacramento,(773) 265-7605,6832181
11/22/2015,CHEV,PK,,GLD,1290339-,IL,701 N. Sacramento,(773) 265-7605,6832175
11/22/2015,CHEV,PK,,BLK,1451068,IL,701 N. Sacramento,(773) 265-7605,6832189
11/22/2015,CHEV,VN,TK,GLD,Z180761,IL,701 N. Sacramento,(773) 265-7605,6832192
11/22/2015,CHEV,VN,,GRN,1846275,IL,701 N. Sacramento,(773) 265-7605,6832191
11/22/2015,CHEV,VN,,BLK,E464891,IL,701 N. Sacramento,(773) 265-7605,6832164
11/22/2015,DODG,4D,,BLK,Z116652,IL,10300 S. Doty,(773) 568-8495,2777141
11/22/2015,DODG,VN,,WHI,460S325,IL,10300 S. Doty,(773) 568-8495,2777133
11/22/2015,FORD,4D,,GRY,E699928,IL,701 N. Sacramento,(773) 265-7605,6832172
11/22/2015,FORD,4D,,TAN,RFV651,IN,10300 S. Doty,(773) 568-8495,2777131
11/22/2015,FORD,LL,,GRN,E396186,IL,10300 S. Doty,(773) 568-8495,2777136
11/22/2015,FORD,LL,,WHI,E705493,IL,701 N. Sacramento,(773) 265-7605,6832173
11/22/2015,GMC,VN,,MAR,V753931,IL,701 N. Sacramento,(773) 265-7605,6832165
11/22/2015,HOND,4D,ACC,BLK,,IL,10300 S. Doty,(773) 568-8495,2777142
11/22/2015,HOND,4D,,WHI,Z399567,IL,701 N. Sacramento,(773) 265-7605,6832176
11/22/2015,LEXS,4D,,MAR,V679384,IL,701 N. Sacramento,(773) 265-7605,6832162
11/22/2015,MERZ,4D,,SIL,Z225726,IL,701 N. Sacramento,(773) 265-7605,6832168
11/22/2015,MITS,LL,,GRY,V605481,IL,10300 S. Doty,(773) 568-8495,2777138
